S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
6854,Ford Classic 1.4 Duratorq CLXI,Chennai,2013,65000,Diesel,Manual,Second,19.68 kmpl,1399.0,67.0,5.0,,,11,Ford,Classic1.4
6855,Renault Koleos 4X2 MT,Hyderabad,2014,92448,Diesel,Manual,First,17.15 kmpl,1995.0,147.9,5.0,,,10,Renault,Koleos4X2
6856,Ford Ecosport 1.5 DV5 MT Ambiente,Chennai,2014,68000,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,,,10,Ford,Ecosport1.5
6857,Land Rover Freelander 2 TD4 SE,Mumbai,2011,87000,Diesel,Automatic,First,0.0 kmpl,2179.0,115.0,5.0,,,13,Land Rover,RoverFreelander
6858,Honda Amaze E i-DTEC,Pune,2016,108000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,,,8,Honda,AmazeE
6859,Volvo V40 Cross Country D3,Chennai,2015,60000,Diesel,Automatic,First,23.3 kmpl,1984.0,150.0,5.0,,,9,Volvo,V40Cross
6860,Hyundai i10 Magna,Chennai,2011,82000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,,,13,Hyundai,i10Magna
6861,Ford Figo 1.2P Titanium MT,Jaipur,2016,26189,Petrol,Manual,First,18.16 kmpl,1196.0,86.8,5.0,,,8,Ford,Figo1.2P
6862,Maruti Ciaz VDi Option SHVS,Jaipur,2016,26300,Diesel,Manual,First,28.09 kmpl,1248.0,88.5,5.0,,,8,Maruti,CiazVDi
6863,Toyota Fortuner 4x2 AT TRD Sportivo,Mumbai,2016,35000,Diesel,Automatic,First,12.55 kmpl,2982.0,168.7,7.0,,,8,Toyota,Fortuner4x2
6864,Tata Indica Vista Terra Quadrajet 1.3L BS IV,Pune,2010,67000,Diesel,Manual,First,18.0 kmpl,1248.0,75.0,5.0,,,14,Tata,IndicaVista
6865,Hyundai EON Magna,Jaipur,2012,42285,Petrol,Manual,First,22.0 kmpl,814.0,55.0,5.0,,,12,Hyundai,EONMagna
6866,Mahindra KUV 100 mFALCON G80 K6 Plus,Kolkata,2017,7000,Petrol,Manual,First,18.15 kmpl,1198.0,82.0,6.0,,,7,Mahindra,KUV100
6867,Hyundai i20 1.2 Spotz,Pune,2016,42000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,,,8,Hyundai,i201.2
6868,Hyundai Santro Xing GLS,Kochi,2015,56967,Petrol,Manual,First,17.92 kmpl,1086.0,62.1,5.0,,,9,Hyundai,SantroXing
6869,Mercedes-Benz GLA Class 220 d 4MATIC,Coimbatore,2019,29566,Diesel,Automatic,First,17.9 kmpl,2143.0,170.0,5.0,49.12 Lakh,,5,Mercedes-Benz,GLAClass
6870,Maruti Wagon R Stingray LXI,Kochi,2015,41836,Petrol,Manual,First,20.51 kmpl,998.0,67.04,5.0,,,9,Maruti,WagonR
6871,Mahindra Bolero Power Plus ZLX,Coimbatore,2018,19764,Diesel,Manual,First,16.5 kmpl,1493.0,70.0,7.0,10.51 Lakh,,6,Mahindra,BoleroPower
6872,Tata Indica Vista Aura 1.3 Quadrajet,Kolkata,2009,134000,Diesel,Manual,First,18.0 kmpl,1248.0,75.0,5.0,,,15,Tata,IndicaVista
6873,Hyundai Elite i20 Petrol Sportz,Delhi,2018,8321,Petrol,Manual,First,18.6 kmpl,1197.0,81.86,5.0,,,6,Hyundai,Elitei20
6874,Tata Indica Vista TDI LS,Pune,2015,174000,Diesel,Manual,First,19.1 kmpl,1405.0,70.0,5.0,,,9,Tata,IndicaVista
6875,Toyota Qualis FS B3,Pune,2002,119613,Diesel,Manual,Second,13.1 kmpl,2446.0,75.0,10.0,,,22,Toyota,QualisFS
6876,Maruti Swift Dzire LXI,Chennai,2017,21000,Petrol,Manual,First,20.85 kmpl,1197.0,83.14,5.0,,,7,Maruti,SwiftDzire
6877,Volkswagen Vento 1.5 TDI Highline,Mumbai,2015,55600,Diesel,Manual,First,20.34 kmpl,1498.0,103.2,5.0,,,9,Volkswagen,Vento1.5
6878,Fiat Linea Classic 1.3 Multijet,Kolkata,2014,61000,Diesel,Manual,First,19.5 kmpl,1248.0,75.0,5.0,8.65 Lakh,,10,Fiat,LineaClassic
6879,Honda Brio S MT,Pune,2013,38428,Petrol,Manual,Second,19.4 kmpl,1198.0,86.8,5.0,,,11,Honda,BrioS
6880,BMW 5 Series 520d Sedan,Chennai,2009,95000,Diesel,Automatic,Second,18.48 kmpl,1995.0,190.0,5.0,,,15,BMW,5Series
6881,Hyundai i20 1.2 Asta,Mumbai,2012,18000,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,,,12,Hyundai,i201.2
6882,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,7000,Diesel,Automatic,First,12.62 kmpl,2198.0,158.0,7.0,,,5,Ford,Endeavour2.2
6883,Hyundai i20 1.2 Asta,Kochi,2016,24779,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,,,8,Hyundai,i201.2
6884,Maruti Wagon R VXI 1.2,Kochi,2019,17431,Petrol,Manual,First,21.5 kmpl,1197.0,81.8,5.0,5.79 Lakh,,5,Maruti,WagonR
6885,Mahindra Scorpio VLS 2.2 mHawk,Chennai,2008,88000,Diesel,Manual,First,12.05 kmpl,2179.0,120.0,8.0,,,16,Mahindra,ScorpioVLS
6886,Maruti Wagon R LXI,Kochi,2015,29347,Petrol,Manual,First,22.5 kmpl,998.0,67.04,5.0,5.04 Lakh,,9,Maruti,WagonR
6887,Maruti Ciaz VDi,Ahmedabad,2015,24000,Diesel,Manual,First,26.21 kmpl,1248.0,88.5,5.0,,,9,Maruti,CiazVDi
6888,Audi A4 35 TDI Premium Plus,Coimbatore,2016,60249,Diesel,Automatic,First,18.25 kmpl,1968.0,187.74,5.0,53.14 Lakh,,8,Audi,A435
6889,Maruti Ciaz 1.4 Zeta,Mumbai,2017,15000,Petrol,Manual,First,20.73 kmpl,1373.0,91.1,5.0,,,7,Maruti,Ciaz1.4
6890,Ford Freestyle Titanium Plus Diesel,Kolkata,2018,3013,Diesel,Manual,First,24.4 kmpl,1498.0,98.63,5.0,9.12 Lakh,,6,Ford,FreestyleTitanium
6891,Toyota Etios GD,Kolkata,2013,60000,Diesel,Manual,First,23.59 kmpl,1364.0,67.05,5.0,,,11,Toyota,EtiosGD
6892,Mahindra XUV500 W8 4WD,Hyderabad,2013,83503,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,,,11,Mahindra,XUV500W8
6893,Chevrolet Cruze LTZ,Mumbai,2011,69000,Diesel,Manual,Second,18.3 kmpl,1991.0,147.9,5.0,,,13,Chevrolet,CruzeLTZ
6894,Hyundai EON D Lite Plus Option,Kolkata,2018,54000,Petrol,Manual,First,21.1 kmpl,814.0,55.2,5.0,,,6,Hyundai,EOND
6895,Maruti Ritz VDi,Bangalore,2013,49000,Diesel,Manual,First,23.2 kmpl,1248.0,73.94,5.0,,,11,Maruti,RitzVDi
6896,Toyota Etios Liva GD,Hyderabad,2013,86000,Diesel,Manual,First,23.59 kmpl,1364.0,67.08,5.0,,,11,Toyota,EtiosLiva
6897,Maruti Wagon R VXI,Chennai,2010,36000,Petrol,Manual,Second,22.5 kmpl,998.0,67.04,5.0,5.51 Lakh,,14,Maruti,WagonR
6898,Ford EcoSport 1.5 Ti VCT MT Titanium,Coimbatore,2018,12899,Petrol,Manual,First,15.85 kmpl,1499.0,110.4,5.0,,,6,Ford,EcoSport1.5
6899,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,56839,Diesel,Automatic,First,19.6 kmpl,1461.0,108.45,5.0,15.05 Lakh,,8,Renault,Duster110PS
6900,Maruti Swift VVT ZXI,Pune,2012,46972,Petrol,Manual,First,22.0 kmpl,1197.0,81.8,5.0,,,12,Maruti,SwiftVVT
6901,Mahindra Xylo D4,Coimbatore,2015,96012,Diesel,Manual,First,14.95 kmpl,2489.0,93.7,7.0,11.91 Lakh,,9,Mahindra,XyloD4
6902,Toyota Etios Liva V,Kochi,2012,59311,Petrol,Manual,First,18.3 kmpl,1364.0,67.08,5.0,,,12,Toyota,EtiosLiva
6903,Honda CR-V 2.4 AT,Ahmedabad,2010,90000,Petrol,Automatic,Third,10.1 kmpl,2354.0,152.0,5.0,,,14,Honda,CR-V2.4
6904,Fiat Punto EVO 1.3 Emotion,Kochi,2016,32835,Diesel,Manual,First,20.5 kmpl,1248.0,91.7,5.0,8.6 Lakh,,8,Fiat,PuntoEVO
6905,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,60739,Diesel,Automatic,First,17.01 kmpl,1582.0,126.2,5.0,,,7,Hyundai,Creta1.6
6906,Fiat Abarth 595 Competizione,Mumbai,2017,19476,Petrol,Automatic,First,19.0 kmpl,1368.0,160.0,4.0,,,7,Fiat,Abarth595
6907,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88 kmpl,999.0,123.24,5.0,,,7,Ford,Ecosport1.0
6908,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2011,53000,Diesel,Automatic,First,14.74 kmpl,2993.0,270.9,5.0,,,13,Jaguar,XF3.0
6909,Hyundai Grand i10 Sportz,Chennai,2016,20000,Petrol,Manual,Second,18.9 kmpl,1197.0,82.0,5.0,,,8,Hyundai,Grandi10
6910,Mercedes-Benz M-Class ML 320 CDI,Hyderabad,2008,67000,Diesel,Automatic,First,8.7 kmpl,2987.0,224.34,5.0,,,16,Mercedes-Benz,M-ClassML
6911,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2009,140000,Diesel,Manual,Second,12.8 kmpl,2494.0,102.0,7.0,,,15,Toyota,Innova2.5
6912,Honda Accord 2.4 AT,Delhi,2011,25000,Petrol,Automatic,Second,11.7 kmpl,2354.0,177.6,5.0,,,13,Honda,Accord2.4
6913,Maruti Wagon R LXI,Jaipur,2007,69000,Petrol,Manual,Second,18.9 kmpl,998.0,67.1,5.0,,,17,Maruti,WagonR
6914,Hyundai i20 1.4 CRDi Magna,Hyderabad,2013,65461,Diesel,Manual,First,21.9 kmpl,1396.0,90.0,5.0,,,11,Hyundai,i201.4
6915,Maruti Swift VXI,Kolkata,2014,33000,Petrol,Manual,First,18.6 kmpl,1197.0,85.8,5.0,,,10,Maruti,SwiftVXI
6916,Honda City 1.5 E MT,Ahmedabad,2011,52000,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,,,13,Honda,City1.5
6917,Volkswagen Polo 1.2 MPI Comfortline,Kochi,2015,29215,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,,,9,Volkswagen,Polo1.2
6918,Hyundai Accent Executive LPG,Jaipur,2010,40000,LPG,Manual,Second,13.2 km/kg,1495.0,93.7,5.0,,,14,Hyundai,AccentExecutive
6919,ISUZU D-MAX V-Cross 4X4,Jaipur,2017,290000,Diesel,Manual,First,12.4 kmpl,2499.0,134.0,5.0,,,7,Isuzu,D-MAXV-Cross
6920,Honda BR-V i-VTEC VX MT,Coimbatore,2017,14519,Petrol,Manual,First,15.4 kmpl,1497.0,117.3,7.0,15.55 Lakh,,7,Honda,BR-Vi-VTEC
6921,Maruti Swift Dzire Tour LDI,Jaipur,2012,350000,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,,,12,Maruti,SwiftDzire
6922,Honda Mobilio V i DTEC,Kolkata,2014,39000,Diesel,Manual,First,24.2 kmpl,1498.0,98.6,7.0,,,10,Honda,MobilioV
6923,Maruti Ertiga VXI,Coimbatore,2016,40130,Petrol,Manual,First,16.02 kmpl,1373.0,93.7,7.0,,,8,Maruti,ErtigaVXI
6924,Mitsubishi Pajero Sport 4X2 AT,Bangalore,2015,58000,Diesel,Automatic,First,13.5 kmpl,2477.0,175.56,7.0,34.1 Lakh,,9,Mitsubishi,PajeroSport
6925,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2013,43000,Diesel,Automatic,First,15.0 kmpl,2147.0,107.3,5.0,,,11,Mercedes-Benz,BClass
6926,Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2017,15500,CNG,Manual,First,15.1 km/kg,1196.0,73.0,5.0,,,7,Maruti,Eeco5
6927,Volkswagen Vento 1.6 Trendline,Mumbai,2011,34948,Petrol,Manual,First,16.09 kmpl,1598.0,103.5,5.0,10.36 Lakh,,13,Volkswagen,Vento1.6
6928,Maruti Versa DX2,Bangalore,2006,98245,Petrol,Manual,Third,11.3 kmpl,1298.0,83.1,8.0,,,18,Maruti,VersaDX2
6929,Honda City i DTEC SV,Delhi,2014,36390,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,,,10,Honda,Cityi
6930,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2010,122000,Petrol,Manual,First,17.5 kmpl,1197.0,85.8,5.0,,,14,Maruti,SwiftDzire
6931,Volkswagen Vento Diesel Trendline,Ahmedabad,2013,79003,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,,,11,Volkswagen,VentoDiesel
6932,Skoda Laura 1.9 TDI AT Ambiente,Kochi,2013,78830,Diesel,Automatic,Second,17.0 kmpl,1896.0,105.0,5.0,,,11,Skoda,Laura1.9
6933,Honda Brio V MT,Mumbai,2011,53000,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,,,13,Honda,BrioV
6934,Maruti A-Star Vxi,Chennai,2009,53000,Petrol,Manual,Second,19.0 kmpl,998.0,66.1,5.0,,,15,Maruti,A-StarVxi
6935,Maruti SX4 VDI,Jaipur,2011,82000,Diesel,Manual,Second,21.5 kmpl,1248.0,88.8,5.0,,,13,Maruti,SX4VDI
6936,Hyundai Elantra 1.6 SX,Mumbai,2013,95000,Diesel,Manual,First,22.54 kmpl,1582.0,126.2,5.0,20.69 Lakh,,11,Hyundai,Elantra1.6
6937,Maruti Alto K10 LXI,Kochi,2017,18090,Petrol,Manual,First,24.07 kmpl,998.0,67.1,5.0,4.25 Lakh,,7,Maruti,AltoK10
6938,Maruti Alto LX,Pune,2004,70332,Petrol,Manual,Third,19.7 kmpl,796.0,46.3,5.0,,,20,Maruti,AltoLX
6939,Datsun redi-GO T Option,Jaipur,2018,46000,Petrol,Manual,First,22.7 kmpl,799.0,53.64,5.0,3.99 Lakh,,6,Datsun,redi-GOT
6940,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,63402,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,,,9,Ford,Ecosport1.5
6941,Honda City i DTec SV,Kolkata,2017,13000,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,,,7,Honda,Cityi
6942,Mercedes-Benz New C-Class C 250 CDI Elegance,Pune,2010,65505,Diesel,Automatic,First,14.94 kmpl,2143.0,204.0,5.0,,,14,Mercedes-Benz,NewC-Class
6943,Hyundai Sonata Embera 2.4L MT,Pune,2006,154000,Petrol,Manual,Third,13.2 kmpl,2359.0,165.0,5.0,,,18,Hyundai,SonataEmbera
6944,Chevrolet Spark 1.0 LS,Bangalore,2008,85142,Petrol,Manual,Second,18.0 kmpl,995.0,62.0,5.0,,,16,Chevrolet,Spark1.0
6945,Volkswagen Polo 1.2 MPI Highline,Jaipur,2016,45000,Petrol,Manual,First,16.2 kmpl,1199.0,74.0,5.0,,,8,Volkswagen,Polo1.2
6946,Hyundai i10 Sportz 1.2,Delhi,2011,48000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,,,13,Hyundai,i10Sportz
6947,Toyota Etios Liva G,Delhi,2012,77800,Petrol,Manual,First,18.3 kmpl,1197.0,67.08,5.0,,,12,Toyota,EtiosLiva
6948,Maruti Alto K10 VXI,Kochi,2016,39549,Petrol,Manual,First,24.07 kmpl,998.0,67.1,5.0,4.09 Lakh,,8,Maruti,AltoK10
6949,Honda CR-V 2.4 AT,Kochi,2011,100922,Petrol,Automatic,Second,10.1 kmpl,2354.0,152.0,5.0,,,13,Honda,CR-V2.4
6950,Hyundai Verna 1.6 VTVT EX AT,Chennai,2013,55000,Petrol,Automatic,First,17.01 kmpl,1591.0,121.4,5.0,,,11,Hyundai,Verna1.6
6951,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,45000,Diesel,Automatic,Second,14.94 kmpl,2143.0,204.0,5.0,,,13,Mercedes-Benz,NewC-Class
6952,Honda Amaze VX CVT i-VTEC,Jaipur,2017,145000,Petrol,Automatic,First,18.1 kmpl,1199.0,88.7,5.0,,,7,Honda,AmazeVX
6953,Mahindra Xylo E8,Kolkata,2011,45000,Diesel,Manual,First,14.0 kmpl,2498.0,112.0,8.0,,,13,Mahindra,XyloE8
6954,Hyundai Sonata Transform 2.4 GDi AT,Bangalore,2012,44000,Petrol,Automatic,First,12.37 kmpl,2359.0,198.25,5.0,,,12,Hyundai,SonataTransform
6955,Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,48000,Diesel,Manual,First,21.38 kmpl,1396.0,88.7,5.0,,,9,Hyundai,Creta1.4
6956,Toyota Innova 2.5 G4 Diesel 7-seater,Kochi,2011,64139,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,7.0,,,13,Toyota,Innova2.5
6957,Honda Jazz 2020 Petrol,Kochi,2019,11574,Petrol,Manual,First,0.0 kmpl,1199.0,88.7,,,,5,Honda,Jazz2020
6958,Maruti Alto 800 CNG LXI,Kolkata,2013,14311,CNG,Manual,First,30.46 km/kg,796.0,47.3,5.0,,,11,Maruti,Alto800
6959,Hyundai i20 Magna 1.2,Bangalore,2016,20000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,,,8,Hyundai,i20Magna
6960,Mercedes-Benz SLC 43 AMG,Coimbatore,2018,18338,Petrol,Automatic,First,19.0 kmpl,2996.0,362.07,2.0,1.06 Cr,,6,Mercedes-Benz,SLC43
6961,Hyundai i20 1.4 Sportz,Kochi,2019,17964,Diesel,Manual,First,22.54 kmpl,1396.0,88.73,5.0,,,5,Hyundai,i201.4
6962,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,55500,Diesel,Automatic,First,11.5 kmpl,2982.0,169.0,7.0,,,12,Toyota,Fortuner4x2
6963,Mahindra Scorpio VLX 2WD Airbag BSIII,Chennai,2008,130000,Diesel,Manual,Second,12.05 kmpl,2179.0,120.0,8.0,,,16,Mahindra,ScorpioVLX
6964,Mercedes-Benz GLE 350d,Hyderabad,2016,50000,Diesel,Automatic,First,11.57 kmpl,2987.0,254.79,5.0,92.01 Lakh,,8,Mercedes-Benz,GLE350d
6965,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,49830,Petrol,Manual,First,16.2 kmpl,1199.0,74.0,5.0,,,9,Volkswagen,Polo1.2
6966,BMW 5 Series 2003-2012 520d,Kolkata,2009,49000,Diesel,Automatic,First,18.48 kmpl,1995.0,177.0,5.0,,,15,BMW,5Series
6967,Ford Ecosport 1.5 DV5 MT Ambiente,Kolkata,2013,53967,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,,,11,Ford,Ecosport1.5
6968,Maruti SX4 Zxi BSIII,Mumbai,2011,54000,Petrol,Manual,First,15.0 kmpl,1586.0,104.68,5.0,,,13,Maruti,SX4Zxi
6969,Hyundai i20 1.4 Asta AT (O) with Sunroof,Hyderabad,2009,75000,Petrol,Automatic,First,15.0 kmpl,1396.0,100.0,5.0,,,15,Hyundai,i201.4
6970,Hyundai Xcent 1.1 CRDi S,Pune,2016,100000,Diesel,Manual,First,24.4 kmpl,1120.0,71.0,5.0,,,8,Hyundai,Xcent1.1
6971,Renault Lodgy 110PS RxL,Chennai,2015,142000,Diesel,Manual,First,19.98 kmpl,1461.0,108.5,8.0,,,9,Renault,Lodgy110PS
6972,Renault Duster 110PS Diesel RxZ,Jaipur,2012,83388,Diesel,Manual,Second,19.01 kmpl,1461.0,108.45,5.0,,,12,Renault,Duster110PS
6973,Maruti Swift Dzire VXi,Delhi,2012,62000,Petrol,Manual,First,17.5 kmpl,1298.0,85.8,5.0,,,12,Maruti,SwiftDzire
6974,Honda City i DTec VX,Kolkata,2016,61000,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,,,8,Honda,Cityi
6975,Audi A4 3.0 TDI Quattro Premium,Bangalore,2011,45000,Diesel,Automatic,First,14.94 kmpl,2967.0,241.4,5.0,,,13,Audi,A43.0
6976,Mercedes-Benz E-Class 250 D W 124,Bangalore,2013,33000,Diesel,Manual,First,10.0 kmpl,1796.0,157.7,5.0,,,11,Mercedes-Benz,E-Class250
6977,Toyota Innova 2.5 LE 2014 Diesel 8 Seater,Pune,2014,113565,Diesel,Manual,First,12.99 kmpl,2494.0,100.6,8.0,,,10,Toyota,Innova2.5
6978,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Hyderabad,2008,131000,Diesel,Manual,First,15.0 kmpl,1896.0,105.0,5.0,,,16,Volkswagen,Jetta2007-2011
6979,Mahindra Bolero ZLX,Delhi,2015,72253,Diesel,Manual,First,15.96 kmpl,2523.0,62.1,7.0,10.94 Lakh,,9,Mahindra,BoleroZLX
6980,Maruti Swift Dzire VXI,Coimbatore,2016,46346,Petrol,Manual,First,20.85 kmpl,1197.0,83.14,5.0,,,8,Maruti,SwiftDzire
6981,Honda City 1.5 V MT,Hyderabad,2016,37000,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,,,8,Honda,City1.5
6982,Hyundai Grand i10 1.2 CRDi Sportz,Coimbatore,2019,56371,Diesel,Manual,First,24.0 kmpl,1186.0,73.97,5.0,8.28 Lakh,,5,Hyundai,Grandi10
6983,Tata Indigo CS eVX,Pune,2016,98500,Diesel,Manual,First,25.0 kmpl,1396.0,69.01,5.0,,,8,Tata,IndigoCS
6984,Maruti Baleno Zeta 1.3,Ahmedabad,2015,71588,Diesel,Manual,First,27.39 kmpl,1248.0,74.0,5.0,,,9,Maruti,BalenoZeta
6985,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2014,68000,Petrol,Manual,First,24.7 kmpl,796.0,47.3,5.0,,,10,Maruti,Alto800
6986,Mercedes-Benz E-Class E240 V6 AT,Mumbai,2003,66800,Petrol,Automatic,Second,11.2 kmpl,2497.0,203.0,5.0,,,21,Mercedes-Benz,E-ClassE240
6987,Maruti Swift Dzire Vdi BSIV,Chennai,2016,90000,Diesel,Manual,First,19.3 kmpl,1248.0,73.9,5.0,,,8,Maruti,SwiftDzire
6988,Nissan Terrano XE 85 PS,Jaipur,2013,54000,Diesel,Manual,First,20.45 kmpl,1461.0,83.8,5.0,,,11,Nissan,TerranoXE
6989,Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,87248,Petrol,Automatic,Second,14.74 kmpl,1991.0,184.0,5.0,,,13,Mercedes-Benz,NewC-Class
6990,Maruti Celerio VXI,Pune,2017,9052,Petrol,Manual,First,23.1 kmpl,998.0,67.04,5.0,,,7,Maruti,CelerioVXI
6991,Hyundai Santro Xing GLS,Delhi,2014,67320,Petrol,Manual,First,17.92 kmpl,1086.0,62.1,5.0,,,10,Hyundai,SantroXing
6992,Volkswagen Polo 1.2 MPI Highline,Kochi,2018,28635,Petrol,Manual,First,16.2 kmpl,1199.0,74.0,5.0,,,6,Volkswagen,Polo1.2
6993,Mahindra Bolero ZLX,Kochi,2016,78904,Diesel,Manual,First,15.96 kmpl,2523.0,62.1,7.0,10.94 Lakh,,8,Mahindra,BoleroZLX
6994,BMW 5 Series 2013-2017 530d M Sport,Kochi,2018,16409,Diesel,Automatic,First,14.69 kmpl,2993.0,258.0,5.0,,,6,BMW,5Series
6995,Honda City 1.5 V MT Sunroof,Delhi,2012,61180,Petrol,Manual,Second,16.8 kmpl,1497.0,116.3,5.0,,,12,Honda,City1.5
6996,Hyundai i20 Sportz 1.2,Delhi,2014,59577,Petrol,Manual,Second,18.5 kmpl,1197.0,82.85,5.0,,,10,Hyundai,i20Sportz
6997,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Mumbai,2016,24104,Diesel,Manual,First,12.99 kmpl,2494.0,100.0,8.0,,,8,Toyota,Innova2.5
6998,BMW 5 Series 2007-2010 525d Sedan,Mumbai,2008,69000,Diesel,Automatic,Third,16.73 kmpl,2495.0,218.0,5.0,,,16,BMW,5Series
6999,Volkswagen Polo GT TSI,Bangalore,2015,35000,Petrol,Automatic,First,17.21 kmpl,1197.0,103.6,5.0,,,9,Volkswagen,PoloGT
7000,Mitsubishi Pajero Sport 4X2 AT,Ahmedabad,2014,75000,Diesel,Automatic,First,13.5 kmpl,2477.0,175.56,7.0,32.41 Lakh,,10,Mitsubishi,PajeroSport
7001,Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,16.02 kmpl,1373.0,93.7,7.0,,,10,Maruti,ErtigaVXI
7002,Audi A6 2011-2015 2.0 TDI Technology,Chennai,2014,51843,Diesel,Automatic,Third,17.68 kmpl,1968.0,174.33,5.0,,,10,Audi,A62011-2015
7003,Maruti Swift Dzire VDI,Jaipur,2013,80000,Diesel,Manual,Second,23.4 kmpl,1248.0,74.0,5.0,,,11,Maruti,SwiftDzire
7004,Toyota Fortuner 3.0 Diesel,Pune,2009,110000,Diesel,Manual,Third,11.5 kmpl,2982.0,171.0,7.0,,,15,Toyota,Fortuner3.0
7005,Hyundai i10 Sportz 1.1L,Kochi,2015,75383,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,,,9,Hyundai,i10Sportz
7006,Mahindra TUV 300 2015-2019 T8 AMT,Kochi,2017,31861,Diesel,Automatic,First,18.49 kmpl,1493.0,100.0,7.0,,,7,Mahindra,TUV300
7007,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mumbai,2011,57900,Diesel,Manual,First,15.8 kmpl,2148.0,170.0,5.0,,,13,Mercedes-Benz,NewC-Class
7008,Maruti Swift Dzire Ldi BSIV,Delhi,2014,48000,Diesel,Manual,First,19.3 kmpl,1248.0,73.9,5.0,,,10,Maruti,SwiftDzire
7009,Hyundai i20 Magna,Kochi,2015,33544,Petrol,Manual,First,18.5 kmpl,1197.0,82.85,5.0,,,9,Hyundai,i20Magna
7010,Maruti Swift VDI BSIV,Chennai,2015,65000,Diesel,Manual,First,25.2 kmpl,1248.0,74.0,5.0,,,9,Maruti,SwiftVDI
7011,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,103189,Diesel,Manual,First,13.68 kmpl,2393.0,147.8,8.0,24.01 Lakh,,7,Toyota,InnovaCrysta
7012,Toyota Etios V,Kochi,2017,35007,Petrol,Manual,First,16.78 kmpl,1496.0,88.73,5.0,,,7,Toyota,EtiosV
7013,Toyota Corolla Altis Diesel D4DG,Pune,2010,98000,Diesel,Manual,First,21.43 kmpl,1364.0,87.2,5.0,,,14,Toyota,CorollaAltis
7014,Hyundai Grand i10 1.2 CRDi Magna,Hyderabad,2017,25678,Diesel,Manual,First,24.0 kmpl,1186.0,73.97,5.0,7.9 Lakh,,7,Hyundai,Grandi10
7015,Maruti SX4 ZDI,Coimbatore,2015,65636,Diesel,Manual,First,21.79 kmpl,1248.0,88.73,5.0,,,9,Maruti,SX4ZDI
7016,Audi A6 2011-2015 35 TDI Premium,Kochi,2015,21730,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,,,9,Audi,A62011-2015
7017,Honda Amaze S i-Vtech,Chennai,2013,46112,Petrol,Manual,First,18.0 kmpl,1198.0,86.7,5.0,,,11,Honda,AmazeS
7018,Hyundai i20 Magna 1.2,Kolkata,2015,20000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,,,9,Hyundai,i20Magna
